episode no.,Episode_title,description,Episode_runtime,Released_on,Lead Cast Matches,Supporting Cast Matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,released_datetime,release_year,release_month,release_day_of_week,release_quarter,publish_year,publish_month,publish_hour,publish_day_of_week,publish_time_category,runtime_minutes,runtime_category,description_length,description_word_count,title_length,title_word_count,lead_cast_count,supporting_cast_count,total_cast_count,has_jethalal,has_tapu,has_daya,has_taarak,has_bhide,has_champaklal,like_to_view_ratio,comment_to_view_ratio,comment_to_like_ratio,engagement_score,view_category
42,Jethalal Excited About Learning Disco Dandiya,"A man arrives at Jethalals shop to get some change. Jethalal arrives at his shop and mistakes him for a customer and gives him a free pair of dandiya sticks. He grins to find out that there are four passes for a dandiya party for him. On the other hand, Daya has called over her friends to help her decide what attire and jewellery to wear for the next nine days of Navratri. Meanwhile, Jethalal is excited to go for the dandiya party along with Babita.",20 mins,27-Aug-08,Jethalal,"Abdul, Bagha, Nattu",Gokuldham Society,Sony SAB,2017-08-08 11:57:48+00:00,19735407,160141,3090,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,11.0,Tuesday,Morning,20,Standard,453,86,45,6,1,3,4,True,False,False,False,False,False,0.00811440026980947,0.00015657137668499175,0.019295375354372993,4.931268712559679,High
43,"A Goon Threatens Bhide, Sodhi And Jethalal","Everyone is horrified to find out that the goons have a gun. Tappu, who is standing at the balcony, comes up with a plan and throws a dandiya stick at the goon's hand.  After the problem has been averted, all continue their celebration and play Garba. Further, Anjali expresses her suspicion on Mohan's announcement of the expensive prize of a trip to Singapore for the winner of the Garba competition. Who will win it?",19 mins,27-Aug-08,"Jethalal, Bhide, Sodhi",Anjali,Gokuldham Society,Sony SAB,2020-06-03 14:37:36+00:00,11774411,111309,1436,2008-08-27,2008,8,Wednesday,3,2020.0,6.0,14.0,Wednesday,Afternoon,19,Standard,419,74,42,7,3,1,4,True,False,False,False,True,False,0.009453465701726761,0.00012195938107142846,0.012900907375797323,5.720863173464628,Above_Avg
44,Taarak Begins The Disco Dandiya Competition,"Taarak begins the competition and asks the Hathi couple to come and perform their act. Following them is Sodhi's and then the Iyers. After the Iyers performance, Bhides perform followed by the Mehtas and Gada's. Finally, Jethalal's father comes on to the stage and performs. Tappu joins his grandfather in his riveting dance performance. Watch this fun-filled episode to know more.",20 mins,27-Aug-08,Taarak,Hathi,Gokuldham Society,Sony SAB,2017-08-09 12:35:15+00:00,14020078,108737,2315,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,12.0,Wednesday,Afternoon,20,Standard,381,61,43,6,1,1,2,False,False,False,True,False,False,0.00775580508497848,0.00016512032492826896,0.02128970553072523,4.719531180958396,Above_Avg
45,Taarak Talks To The Audience About The Human Organ Trafficking,"Anjali finds Taarak coughing and asks him to go to a doctor and get himself checked. When Taarak refuses to go, she suggests him to go and visit Dr Hathi. Taarak then talks about human organ trafficking that is taking place in some hospitals. Will Taarak recover?",19 mins,27-Aug-08,Taarak,"Anjali, Hathi",Gokuldham Society,Sony SAB,2017-08-10 10:59:07+00:00,22256727,178431,3149,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,10.0,Thursday,Morning,19,Standard,263,47,62,10,1,2,3,False,False,False,True,False,False,0.008016946605988087,0.0001414853072742768,0.01764817969870875,4.866762086502563,High
46,Shaikh  Offers A Warning To Jethalal,Jethalal is walking home and thinking about Sheikh's offer and also thinks where he'll get the kidney from. Jethalal discusses this with his friend Taarak Mehta. What will Taarak suggest him?,19 mins,27-Aug-08,Jethalal,Shaikh,Gokuldham Society,Sony SAB,2020-06-04 14:40:40+00:00,9888439,107111,2222,2008-08-27,2008,8,Wednesday,3,2020.0,6.0,14.0,Thursday,Afternoon,19,Standard,191,31,36,6,1,1,2,True,False,False,False,False,False,0.010831941135305468,0.00022470682938865988,0.02074464112331018,6.589047412938744,Average
47,Jethalal In Search Of A Kidney Donor,A worried Jethalal prays to God and asks him to find a kidney donor for him. Jethalal spots  Sodhi in the garden talking to someone on the phone and discussing some money issue. He approaches him and informs him about the extravagant amount of money that he will receive in return of one of his kidney. Will Sodhi take the offer?,20 mins,27-Aug-08,Jethalal,,Gokuldham Society,Sony SAB,2017-08-11 12:14:43+00:00,11406358,105043,2665,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,12.0,Friday,Afternoon,20,Standard,329,61,36,7,1,0,1,True,False,False,False,False,False,0.009209161310809172,0.00023364160289887422,0.02537032100833936,5.618953427645052,Above_Avg
48,An Enraged Jethalal Threatens Bhide,An annoyed Jethalal reaches the colony compound and calls out to Bhide. He threatens him to take revenge on him for his mischief. Taarak comes and drags Jethalal along with him to his home and tries to convince him of doing the right thing but in vain. Jethalal wakes up to a nightmare when Daya comes to his aid. Daya urges Jethalal to visit Dr Hathi and get a medicine for his headache.,19 mins,27-Aug-08,"Jethalal, Bhide",Hathi,Gokuldham Society,Sony SAB,2017-08-11 12:25:27+00:00,16744726,132521,2647,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,12.0,Friday,Afternoon,19,Standard,388,73,35,5,2,1,3,True,False,False,False,True,False,0.007914192927719872,0.00015807961515287768,0.019974042045848992,4.8117476026930746,Above_Avg
49,Jethalal And Shaikh Are Waiting For Badri Nath's Final Answer,"Daya finds her father in law pacing in the room awaiting someone. On enquiring, her father in law reveals that he has called Badri Nath. When Badri Nath arrives, Champak lectures him against selling his kidney for money and promises to get him the money required for his daughter's operation. On the other hand, Jethalal is with Shaikh having a gala time and awaiting Badri Nath unaware of the turn of events. What will happen next?",20 mins,27-Aug-08,Jethalal,Shaikh,Gokuldham Society,Sony SAB,2017-08-14 14:26:20+00:00,18573831,174694,3889,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,14.0,Monday,Afternoon,20,Standard,432,76,61,10,1,1,2,True,False,False,False,False,False,0.009405382798767643,0.00020938059523742866,0.022261656029079254,5.726981917355557,Above_Avg
50,Daya Instructs Jethalal To Clean The House On Diwali,"Anjali is cleaning the house for Diwali and asks Taarak to get rid of some of the books from the house. Taarak explains to her the importance of books. On the other hand, Tappu and his friends along with Abdul are decorating the colony for Diwali and discussing their plan of firecrackers when one of their friends brings the previous years crackers. Jethalal is horrified by the crackers and he scolds the children. What will Jethalal do?",20 mins,27-Aug-08,"Jethalal, Daya","Abdul, Anjali, Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2017-08-14 14:28:07+00:00,21317719,160963,3235,2008-08-27,2008,8,Wednesday,3,2017.0,8.0,14.0,Monday,Afternoon,20,Standard,439,77,52,9,2,6,8,True,False,True,False,False,False,0.007550666769241739,0.0001517516882668503,0.020097661588926716,4.591100736851783,High
51,Bhide Outsmarts Jethalal,"Bhide outsmarts Jethalal and clicks his photograph in his servant state. An enraged Jethalal runs after Bhide. Taarak approaches Jethalal and enquires the problem but is left in splits to know the story. Champak finds Jethalal and drags him back home. Further, the ladies get together and shop for Diwali. At the shop, Nattu informs Jethalal about a scheme he thought for Diwali. What scheme has he come up with?",19 mins,28-Aug-17,"Jethalal, Bhide","Abdul, Bagha, Nattu",Gokuldham Society,Sony SAB,2017-08-15 09:04:17+00:00,26381553,190830,5465,2017-08-28,2017,8,Monday,3,2017.0,8.0,9.0,Tuesday,Morning,19,Standard,412,70,24,3,2,3,5,True,False,False,False,True,False,0.007233463199324801,0.00020715231559141663,0.028637904742940087,4.422938845831447,High
52,Jethalal Confronts Daya About Buying Bomb For Tappu,"Daya and the other ladies of the colony decide to go shopping for Diwali. Jethalal returns home and confronts Daya about buying a bomb for Tapu. He then reveals to her the events that occurred at the shop in the afternoon, when his father walks in and scolds him. On the other hand, Bhide is worried as Diwali is approaching and none of his students has paid the fees. How will Bhide celebrate his Diwali?",19 mins,28-Aug-08,"Jethalal, Daya, Tappu","Abdul, Bagha, Nattu",Gokuldham Society,Sony SAB,2017-08-15 09:04:32+00:00,28448607,242142,3889,2008-08-28,2008,8,Thursday,3,2017.0,8.0,9.0,Tuesday,Morning,19,Standard,405,75,51,8,3,3,6,True,False,True,False,False,False,0.008511558808079467,0.00013670264640013317,0.01606075748627877,5.161616343407734,High
53,Jethalal's Irksome Behavior,"Bhide is scared and holds Jethalal responsible for his condition. Champaklal gets tired with Jethalal's irksome behaviour. Jethalal asks Daya for the money, which he had given before, but gets upset with her behaviour. He is surprised to see Bhide's changed behaviour. Natu Kaka asks Champaklal why Jethalal has not reached his shop. Bhide is tensed while a woman reaches his house and places a big order for pickle to Madhavi.",19 mins,28-Aug-08,Jethalal,"Abdul, Bagha, Madhavi, Nattu",Gokuldham Society,Sony SAB,2017-08-16 09:59:49+00:00,29119385,287740,5934,2008-08-28,2008,8,Thursday,3,2017.0,8.0,9.0,Wednesday,Morning,19,Standard,427,71,27,3,1,4,5,True,False,False,False,False,False,0.009881389669411298,0.0002037817692996686,0.020622712786846506,6.010346509366647,High
54,Taarak Mehta Feels Lonely On Diwali,Taarak Mehta feels lonely as Anjali is not with him on the occasion of Diwali. Jethalal is facing stinginess and is unable to fulfil his family's requirements. Bhide and other friends are upset about inflation. They decide to do a Laxmi Poojan and ask Jethalal to contribute. Will Jethalal be ready to contribute? Find out in this episode.,19 mins,28-Aug-08,Mehta,Anjali,Gokuldham Society,Sony SAB,2017-08-16 10:00:00+00:00,28615083,243442,5411,2008-08-28,2008,8,Thursday,3,2017.0,8.0,10.0,Wednesday,Morning,19,Standard,339,58,35,6,1,1,2,False,False,False,False,False,False,0.008507471094615693,0.00018909607254691266,0.022226968941394906,5.180121085788181,High
55,Champaklal Celebrates The New-Year With The Children,Champaklal celebrates the occasion of new-year with the children. Jethalal gets tired of Daya's behaviour. Bhide tries to tease him while he goes to repair Daya's sandals. Jethalal gets upset when Daya informs him that Sunder is coming. Will Sunder bring in any more trouble in Jethalal's life?,19 mins,28-Aug-08,Champaklal,"Gogi, Goli, Inspector, Pinku, Sonu",Gokuldham Society,Sony SAB,2017-08-17 13:53:41+00:00,32430666,234153,5371,2008-08-28,2008,8,Thursday,3,2017.0,8.0,13.0,Thursday,Afternoon,19,Standard,294,48,52,7,1,5,6,False,False,False,False,False,True,0.007220110520699436,0.00016561484843959578,0.022937895572998968,4.398312251795499,High
56,The Gada Family Is Going Out Of Their Limits To Welcome Daya's Brother,Daya's brother Sunder is coming to Gokuldham Society and the Gada family is ready to receive him. Jethalal is not at all happy with this. Sunder has not turned up yet and Jethalal gets a call from Natu Kaka to come to the shop. Will Sunder come? What new troubles is he going to bring in Jethalal's life?,20 mins,28-Aug-08,Daya,"Abdul, Anjali, Bagha, Inspector, Komal, Madhavi, Nattu, Roshan",Gokuldham Society,Sony SAB,2020-06-06 14:30:05+00:00,24127642,206706,4648,2008-08-28,2008,8,Thursday,3,2020.0,6.0,14.0,Saturday,Afternoon,20,Standard,304,58,70,13,1,8,9,False,False,True,False,False,False,0.008567185779398344,0.00019264210764391698,0.02248593419671322,5.217368310696574,High
57,Sunders New Scheme,Panic ensues as Sunder's bag is missing and the blame comes on Jethalal's head. Sunder calls his mother in Ahmedabad who tells him that his bag is in Ahmedabad and is not lost. Natu Kaka books a flight ticket for Jethalal as Daya tells him to get Sunder's bag from Ahmedabad. A lot of money has been spent on Sunder and Jethalal is not comfortable with this. What will happen next? Find out in this episode.,19 mins,28-Aug-08,Sunder,Nattu,Gokuldham Society,Sony SAB,2017-08-18 14:19:30+00:00,23275670,168094,3749,2008-08-28,2008,8,Thursday,3,2017.0,8.0,14.0,Friday,Afternoon,19,Standard,407,76,18,3,1,1,2,False,False,False,False,False,False,0.007221875579870501,0.00016106947034953364,0.022302864451649366,4.397553136062114,High
58,Jethalal Is Apprehensive About Sunder's Scheme,Jethalal is apprehensive about Sunder's scheme and warns him that he shouldn't involve Gokuldham society members in his plan. Sunder meets the society members and tells them about his scheme. Then he meets the women and shares his scheme with them. He does his best to fool them off their money. Daya also lauds her brother before them and takes guarantee of their money. Will the scheme work?,18 mins,28-Aug-08,"Jethalal, Sunder","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2017-08-18 14:04:14+00:00,15147468,115610,2632,2008-08-28,2008,8,Thursday,3,2017.0,8.0,14.0,Friday,Afternoon,18,Standard,393,68,46,6,2,4,6,True,False,False,False,False,False,0.007632298174698361,0.00017375840148608324,0.022765999775107904,4.648882265413449,Above_Avg
59,Jethalal Is Suspicious About Sunder,The women of Gokuldam try to arrange the money through all means possible. Daya tries to make Taarak Mehta understand as to how her husband's best friend will not earn money. Bhide tries to tease his friends as they have allowed their wives to invest in Sunder's scheme. The women invest in this scheme as Sunder had promised them a high return. Jethalal also has to invest in the scheme because of Babita but is suspicious about Sunder.,19 mins,28-Aug-08,Jethalal,,Gokuldham Society,Sony SAB,2017-08-22 00:08:04+00:00,15953581,124959,2199,2008-08-28,2008,8,Thursday,3,2017.0,8.0,0.0,Tuesday,Night,19,Standard,437,78,35,5,1,0,1,True,False,False,False,False,False,0.007832661028726965,0.00013783738347914593,0.01759763124199744,4.754731570627836,Above_Avg
60,Jethalal Worries About Sunder Committing Some Fraud,"Babita is excited about her investment and asks Jethalal for Sunder. Jethalal worries about Sunder committing some fraud with the society member's money. Komal and other friends meet Daya, but she is worried about Sunder being kidnapped. Taarak Mehta is also pensive regarding Sunder. All the women are upset about Sunder and worried about their investment money. Jethalal tries to make Babita understand. Where is Sunder?",19 mins,28-Aug-08,Jethalal,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2017-08-22 00:08:39+00:00,23448318,185184,3243,2008-08-28,2008,8,Thursday,3,2017.0,8.0,0.0,Tuesday,Night,19,Standard,422,66,51,7,1,4,5,True,False,False,False,False,False,0.007897538412028598,0.0001383041573257341,0.01751221751221751,4.793844710147452,High
61,Gokuldham Members Are Enraged At Jethalal,"Bhide gets furious on Madhavi as she had invested in Sunder's scheme. Bhide and other friends make a plan to meet Jethalal and enquire about Sunder. They get enraged at him and warn him saying they can lodge a complaint against him in the police station. Jethalal shares his problem with his best friend Taarak Mehta and returns the money of the society members as he suggested. Meanwhile, Sunder reaches society.",14 mins,28-Aug-08,Jethalal,"Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2017-08-22 15:32:17+00:00,34679353,259948,4610,2008-08-28,2008,8,Thursday,3,2017.0,8.0,15.0,Tuesday,Afternoon,14,Short,413,71,41,6,1,5,6,True,False,False,False,False,False,0.007495756697197993,0.00013293211863173691,0.01773424787169791,4.55062686577149,High
62,Sunder Gives Them A Surprising News,"Daya and other Gokuldham society members get surprised when Sunder turns up. Jethalal gets enraged at him. Meanwhile, Sunder gives them surprising news. Bhide and Iyer meet Jethalal as they want to invest their money again. Daya and other friends discuss the television serial deeply. But, something goes wrong while they are watching the serial. What goes wrong? Find out in this episode.",19 mins,28-Aug-08,"Jethalal, Daya, Iyer, Bhide","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2017-08-22 15:41:59+00:00,29070447,247608,4620,2008-08-28,2008,8,Thursday,3,2017.0,8.0,15.0,Tuesday,Afternoon,19,Standard,389,63,35,6,4,4,8,True,False,True,False,True,False,0.008517515794734226,0.0001589242793919103,0.018658449410158758,5.1740791885973,High
