episode_no,episode_title,description,episode_runtime,released_on,lead_cast_matches,supporting_cast_matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,runtime_minutes,is_successful,desc_length,desc_word_count,desc_sentence_count,avg_word_length,has_conflict,has_main_char,has_emotion,has_society,has_mystery,has_family,question_count,has_question,exclamation_count,total_cast,has_lead_cast,has_supporting_cast,cast_ratio,release_year,release_month,release_day,release_day_of_week,release_quarter,is_weekend,estimated_season,is_pilot,is_early_episode,is_milestone,cast_x_runtime,desc_length_x_questions,like_rate,comment_rate,engagement_rate
47,Jethalal In Search Of A Kidney Donor,A worried Jethalal prays to God and asks him to find a kidney donor for him. Jethalal spots  Sodhi in the garden talking to someone on the phone and discussing some money issue. He approaches him and informs him about the extravagant amount of money that he will receive in return of one of his kidney. Will Sodhi take the offer?,20 mins,2008-08-27,0.0,0.0,,Sony SAB,,11406358.0,105043.0,2665.0,20.0,0,329,61,5,5.306451612903226,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,27.0,2.0,3.0,0,1,0,1,0,0.0,329,0.009209161310809172,0.00023364160289887422,0.009442802913708047
48,An Enraged Jethalal Threatens Bhide,An annoyed Jethalal reaches the colony compound and calls out to Bhide. He threatens him to take revenge on him for his mischief. Taarak comes and drags Jethalal along with him to his home and tries to convince him of doing the right thing but in vain. Jethalal wakes up to a nightmare when Daya comes to his aid. Daya urges Jethalal to visit Dr Hathi and get a medicine for his headache.,19 mins,2008-08-27,0.0,0.0,,Sony SAB,,16744726.0,132521.0,2647.0,19.0,1,388,73,6,5.243243243243243,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2008.0,8.0,27.0,2.0,3.0,0,1,0,1,0,0.0,0,0.007914192927719872,0.00015807961515287768,0.00807227254287275
49,Jethalal And Shaikh Are Waiting For Badri Nath's Final Answer,"Daya finds her father in law pacing in the room awaiting someone. On enquiring, her father in law reveals that he has called Badri Nath. When Badri Nath arrives, Champak lectures him against selling his kidney for money and promises to get him the money required for his daughter's operation. On the other hand, Jethalal is with Shaikh having a gala time and awaiting Badri Nath unaware of the turn of events. What will happen next?",20 mins,2008-08-27,0.0,0.0,,Sony SAB,,18573831.0,174694.0,3889.0,20.0,1,432,76,6,5.6103896103896105,0,1,0,0,1,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,27.0,2.0,3.0,0,1,0,1,0,0.0,432,0.009405382798767643,0.00020938059523742866,0.009614763394005072
50,Daya Instructs Jethalal To Clean The House On Diwali,"Anjali is cleaning the house for Diwali and asks Taarak to get rid of some of the books from the house. Taarak explains to her the importance of books. On the other hand, Tappu and his friends along with Abdul are decorating the colony for Diwali and discussing their plan of firecrackers when one of their friends brings the previous years crackers. Jethalal is horrified by the crackers and he scolds the children. What will Jethalal do?",20 mins,2008-08-27,0.0,0.0,,Sony SAB,,21317719.0,160963.0,3235.0,20.0,1,439,77,6,5.628205128205129,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,27.0,2.0,3.0,0,1,0,1,0,0.0,439,0.007550666769241739,0.0001517516882668503,0.007702418457508589
51,Bhide Outsmarts Jethalal,"Bhide outsmarts Jethalal and clicks his photograph in his servant state. An enraged Jethalal runs after Bhide. Taarak approaches Jethalal and enquires the problem but is left in splits to know the story. Champak finds Jethalal and drags him back home. Further, the ladies get together and shop for Diwali. At the shop, Nattu informs Jethalal about a scheme he thought for Diwali. What scheme has he come up with?",19 mins,2017-08-28,0.0,0.0,,Sony SAB,,26381553.0,190830.0,5465.0,19.0,1,412,70,8,5.802816901408451,1,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2017.0,8.0,28.0,0.0,3.0,0,1,0,1,0,0.0,412,0.007233463199324801,0.00020715231559141663,0.0074406155149162176
52,Jethalal Confronts Daya About Buying Bomb For Tappu,"Daya and the other ladies of the colony decide to go shopping for Diwali. Jethalal returns home and confronts Daya about buying a bomb for Tapu. He then reveals to her the events that occurred at the shop in the afternoon, when his father walks in and scolds him. On the other hand, Bhide is worried as Diwali is approaching and none of his students has paid the fees. How will Bhide celebrate his Diwali?",19 mins,2008-08-28,0.0,0.0,,Sony SAB,,28448607.0,242142.0,3889.0,19.0,1,405,75,6,5.328947368421052,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,405,0.008511558808079467,0.00013670264640013317,0.0086482614544796
53,Jethalal's Irksome Behavior,"Bhide is scared and holds Jethalal responsible for his condition. Champaklal gets tired with Jethalal's irksome behaviour. Jethalal asks Daya for the money, which he had given before, but gets upset with her behaviour. He is surprised to see Bhide's changed behaviour. Natu Kaka asks Champaklal why Jethalal has not reached his shop. Bhide is tensed while a woman reaches his house and places a big order for pickle to Madhavi.",19 mins,2008-08-28,0.0,0.0,,Sony SAB,,29119385.0,287740.0,5934.0,19.0,1,427,71,7,5.930555555555555,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,0,0.009881389669411298,0.0002037817692996686,0.010085171438710967
54,Taarak Mehta Feels Lonely On Diwali,Taarak Mehta feels lonely as Anjali is not with him on the occasion of Diwali. Jethalal is facing stinginess and is unable to fulfil his family's requirements. Bhide and other friends are upset about inflation. They decide to do a Laxmi Poojan and ask Jethalal to contribute. Will Jethalal be ready to contribute? Find out in this episode.,19 mins,2008-08-28,0.0,0.0,,Sony SAB,,28615083.0,243442.0,5411.0,19.0,1,339,58,7,5.745762711864407,1,1,0,0,1,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,339,0.008507471094615693,0.00018909607254691266,0.008696567167162605
55,Champaklal Celebrates The New-Year With The Children,Champaklal celebrates the occasion of new-year with the children. Jethalal gets tired of Daya's behaviour. Bhide tries to tease him while he goes to repair Daya's sandals. Jethalal gets upset when Daya informs him that Sunder is coming. Will Sunder bring in any more trouble in Jethalal's life?,19 mins,2008-08-28,0.0,0.0,,Sony SAB,,32430666.0,234153.0,5371.0,19.0,1,294,48,6,6.0,1,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,294,0.007220110520699436,0.00016561484843959578,0.007385725369139031
56,The Gada Family Is Going Out Of Their Limits To Welcome Daya's Brother,Daya's brother Sunder is coming to Gokuldham Society and the Gada family is ready to receive him. Jethalal is not at all happy with this. Sunder has not turned up yet and Jethalal gets a call from Natu Kaka to come to the shop. Will Sunder come? What new troubles is he going to bring in Jethalal's life?,20 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,24127642.0,206706.0,4648.0,20.0,1,304,58,6,5.1525423728813555,1,1,1,1,0,1,2,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,608,0.008567185779398344,0.00019264210764391698,0.00875982788704226
57,Sunders New Scheme,Panic ensues as Sunder's bag is missing and the blame comes on Jethalal's head. Sunder calls his mother in Ahmedabad who tells him that his bag is in Ahmedabad and is not lost. Natu Kaka books a flight ticket for Jethalal as Daya tells him to get Sunder's bag from Ahmedabad. A lot of money has been spent on Sunder and Jethalal is not comfortable with this. What will happen next? Find out in this episode.,19 mins,2008-08-28,0.0,0.0,,Sony SAB,,23275670.0,168094.0,3749.0,19.0,1,407,76,7,5.285714285714286,1,1,0,0,1,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,407,0.007221875579870501,0.00016106947034953364,0.007382945050220035
58,Jethalal Is Apprehensive About Sunder's Scheme,Jethalal is apprehensive about Sunder's scheme and warns him that he shouldn't involve Gokuldham society members in his plan. Sunder meets the society members and tells them about his scheme. Then he meets the women and shares his scheme with them. He does his best to fool them off their money. Daya also lauds her brother before them and takes guarantee of their money. Will the scheme work?,18 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,15147468.0,115610.0,2632.0,18.0,0,393,68,7,5.695652173913044,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,393,0.007632298174698361,0.00017375840148608324,0.0078060565761844435
59,Jethalal Is Suspicious About Sunder,The women of Gokuldam try to arrange the money through all means possible. Daya tries to make Taarak Mehta understand as to how her husband's best friend will not earn money. Bhide tries to tease his friends as they have allowed their wives to invest in Sunder's scheme. The women invest in this scheme as Sunder had promised them a high return. Jethalal also has to invest in the scheme because of Babita but is suspicious about Sunder.,19 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,15953581.0,124959.0,2199.0,19.0,1,437,78,6,5.531645569620253,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,0,0.007832661028726965,0.00013783738347914593,0.00797049841220611
60,Jethalal Worries About Sunder Committing Some Fraud,"Babita is excited about her investment and asks Jethalal for Sunder. Jethalal worries about Sunder committing some fraud with the society member's money. Komal and other friends meet Daya, but she is worried about Sunder being kidnapped. Taarak Mehta is also pensive regarding Sunder. All the women are upset about Sunder and worried about their investment money. Jethalal tries to make Babita understand. Where is Sunder?",19 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,23448318.0,185184.0,3243.0,19.0,1,422,66,8,6.298507462686567,1,1,1,1,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,422,0.007897538412028598,0.0001383041573257341,0.008035842569354332
61,Gokuldham Members Are Enraged At Jethalal,"Bhide gets furious on Madhavi as she had invested in Sunder's scheme. Bhide and other friends make a plan to meet Jethalal and enquire about Sunder. They get enraged at him and warn him saying they can lodge a complaint against him in the police station. Jethalal shares his problem with his best friend Taarak Mehta and returns the money of the society members as he suggested. Meanwhile, Sunder reaches society.",14 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,34679353.0,259948.0,4610.0,14.0,1,413,71,6,5.736111111111111,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,0,0.007495756697197993,0.00013293211863173691,0.00762868881582973
62,Sunder Gives Them A Surprising News,"Daya and other Gokuldham society members get surprised when Sunder turns up. Jethalal gets enraged at him. Meanwhile, Sunder gives them surprising news. Bhide and Iyer meet Jethalal as they want to invest their money again. Daya and other friends discuss the television serial deeply. But, something goes wrong while they are watching the serial. What goes wrong? Find out in this episode.",19 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,29070447.0,247608.0,4620.0,19.0,1,389,63,9,6.078125,0,1,0,1,1,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,389,0.008517515794734226,0.0001589242793919103,0.008676440074126136
63,Tapu's Strike Against His School Authority,"Daya is angry as repeated episodes are being telecast on the television. Madhavi is also upset about this as there is a strike after a dispute between the union members and the producers. Daya and her friends decide to conduct a havan to solve this problem as Daya is slightly superstitious. As the havan completes, Rita reporter informs them that the strike has been called off. Meanwhile, Tapu makes a plan to solve his problem. What is his problem?",19 mins,2008-08-28,0.0,0.0,,Sony SAB,,17049633.0,140329.0,3515.0,19.0,1,451,79,7,5.6375,1,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,451,0.008230616563381947,0.0002061627833183985,0.008436779346700346
64,The Principal Summons The Parents,"Bhide and Sodhi want to meet the principal, but Jethalal is scared of Bhide coming to know about the leader. Rita tries to telecast this news on live TV, but Jethalal doesn't allow her to do so. Meanwhile, Bhide and Sodhi reach there. The principal gets tensed after seeing the struggling behaviour of Jethalal and Bhide. What will happen to Tapu?",19 mins,2008-08-28,0.0,0.0,,Sony SAB,,22236244.0,184732.0,4584.0,19.0,1,347,61,6,5.596774193548387,0,1,1,0,1,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,347,0.00830769763509981,0.00020614991425036016,0.008513847549350171
65,Tapu And His Army Are Not Ready To End The Strike,"Komal gets enraged at Goli and asks to end the strike, but she is shocked at his behaviour. Bhide takes Tapu's frustration out on Sonu. Jethalal wants to share the problem with his best friend, Taarak Mehta. Champaklal goes to school with them. He tries to explain to Tapu and the other children about the unfair nature of their demands. Will Tapu listen to Champaklal?",18 mins,2008-08-28,0.0,0.0,,Sony SAB,,14757632.0,136266.0,3238.0,18.0,0,369,65,7,5.590909090909091,1,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,369,0.009233594574414474,0.00021941187994036713,0.009453006454354842
66,Daya Plans To Celebrate Her 25th Wedding Anniversary,"Jethalal has to go to a social convention, but he wants to rest at home. She gets suspicious as Jethalal pretexts with her saying he wants to enjoy the Sunday with his friends. Tapu's friends reach at home while Jethalal is resting. He tries to scare them away. Meanwhile, Babita reaches there and Jethalal gets scared of someone catching them together alone in the house. Will someone catch them?",18 mins,2008-08-28,0.0,0.0,,Sony SAB,,14801358.0,126680.0,2572.0,18.0,0,397,69,7,5.671428571428572,0,1,1,0,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,397,0.008558673565042236,0.00017376782767041863,0.008732441392712656
67,Jethalal Is Disturbed By The Presence Of Two Ladies,"Jethalal is alone at home and he is encountered by the presence of various women, one of them is Sweety. Will Jethalal be a true husband? Who is Sweety? Find out in this episode of Taarak Mehta Ka Ooltah Chashma.",18 mins,2008-08-28,0.0,0.0,,Sony SAB,,55743715.0,317077.0,8514.0,18.0,1,212,40,5,5.170731707317073,0,1,0,0,1,1,2,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,424,0.005688120971339621,0.00015273470466159808,0.005840855676001219
68,Sweety Threatens To Commit Suicide,"Jethalal tries to explain something to Champaklal and Daya as they believe he is having an affair with Sweety. Sweety threatens to commit suicide. Jethalal asks Nattu Kaka to prove his innocence, but something goes wrong. Bhide and Sodhi reach Jethalal's home as Bhide is suspicious about the whole situation. Champaklal and Daya get shocked when Sweety gives them the proof of their affair. What proof does she have?",18 mins,2008-08-28,0.0,0.0,,Sony SAB,,28269353.0,195124.0,4737.0,18.0,1,417,69,7,5.957142857142857,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,417,0.006902315489770301,0.00016756661648511671,0.007069882106255417
69,Tapu Finds Proof,Tapu finds proof of his father's affair with Sweety. Jethalal tries to explain to Daya and Champaklal that he is innocent. Tapu makes a plan to find out the truth. Will Tapu succeed in his plan? Will Jethalal be proved innocent?,18 mins,2008-08-28,0.0,0.0,,Sony SAB,,26600428.0,217290.0,5005.0,18.0,1,228,41,6,5.428571428571429,0,1,0,0,1,1,2,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,456,0.008168665249722101,0.00018815486020920942,0.00835682010993131
70,Daya Accidently Insults Jethalal,"Jethalal is worried when he sees Babita tensed and believes it’s because of Iyer. Daya accidentally insults Jethalal while he is talking to Babita. Champaklal gets surprised when his old friend, Premji, and his wife reach Gokuldam and invite them for their daughter's marriage. Jethalal doesn't want to go with them and talks to Champaklal about this. Will Champaklal agree?",19 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,24223374.0,189819.0,3834.0,19.0,1,374,60,6,6.131147540983607,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,374,0.007836191282180952,0.00015827687099753853,0.00799446815317849
71,Champaklal Decides To Get Tapu Married,Champaklal is worried whether Tapu will run away to get married or will he seek his consent. Champaklal decides to get Tapu married and tells Daya about his decision. Daya believes Champaklal is suffering from a disease. Jethalal gets shocked when he comes to know about Tapu's marriage. What will Jethalal do?,18 mins,2008-08-28,0.0,0.0,,Sony SAB,,14891874.0,127578.0,2370.0,18.0,0,310,52,6,5.849056603773585,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,310,0.008566953456163177,0.00015914718596550133,0.008726100642128677
72,Tapu Decides To Marry,Jethalal gets shocked when Champaklal informs him about Tapu's marriage. He shares his problem with Taarak Mehta. He then tries to explain to Champaklal that child marriage is illegal.  Tapu has an idea while playing pretend-marriage with dolls. He decides to marry as he wants a bicycle. Tapu's friends also want to marry when they come to know about Tapu's marriage. Bhide holds Jethalal responsible for this. What will Jethalal do?,17 mins,2008-08-28,0.0,0.0,,Sony SAB,,12289338.0,105760.0,1856.0,17.0,0,434,71,9,6.027777777777778,1,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,434,0.008605833072063519,0.0001510252097366669,0.008756858281800185
73,Sonu's Marriage Proposal For Tapu,Gokuldham Society members meet Jethalal and get furious with him for their children's problem as they want to marry. Jethalal shares his feeling with them as he is also against their marriage. Daya gets misunderstood as Bhide had come with Sonu's marriage proposal for Tapu. Champaklal gets ready to get them married. Will Champaklal succeed?,19 mins,2008-08-28,0.0,0.0,Gokuldham Society,Sony SAB,,14063442.0,120870.0,2501.0,19.0,0,342,55,6,6.107142857142857,1,1,0,1,0,1,1,1,0,0.0,0,0,0.0,2008.0,8.0,28.0,3.0,3.0,0,1,0,1,0,0.0,342,0.00859462366363628,0.00017783696353730732,0.008772460627173588
